Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,LocationGroup
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,14:00,1729,0,1729,1729,0,1729,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,15:00,1354,0,1354,1354,0,1354,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,16:00,1030,0,1030,1030,0,1030,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,17:00,698,0,698,698,0,698,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,18:00,272,0,272,272,0,272,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,19:00,239,0,239,239,0,239,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,20:00,103,0,103,103,0,103,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,21:00,95,0,95,95,0,95,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,22:00,62,0,62,62,0,62,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Tuesday,24-Dec-19,23:00,59,0,59,59,0,59,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,00:00,33,0,33,33,0,33,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,01:00,25,0,25,25,0,25,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,02:00,12,0,12,12,0,12,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,03:00,4,0,4,4,0,4,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,04:00,7,0,7,7,0,7,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,05:00,5,0,5,5,0,5,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,06:00,4,0,4,4,0,4,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,07:00,4,0,4,4,0,4,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,08:00,38,0,38,38,0,38,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,09:00,34,0,34,34,0,34,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,10:00,46,0,46,46,0,46,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,11:00,68,0,68,68,0,68,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,12:00,173,0,173,173,0,173,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,13:00,62,0,62,62,0,62,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,14:00,110,0,110,110,0,110,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,15:00,136,0,136,136,0,136,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,16:00,107,0,107,107,0,107,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,17:00,95,0,95,95,0,95,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,18:00,56,0,56,56,0,56,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,19:00,56,0,56,56,0,56,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,20:00,28,0,28,28,0,28,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,21:00,38,0,38,38,0,38,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,22:00,24,0,24,24,0,24,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Wednesday,25-Dec-19,23:00,20,0,20,20,0,20,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,00:00,11,0,11,11,0,11,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,01:00,27,0,27,27,0,27,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,02:00,9,0,9,9,0,9,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,03:00,5,0,5,5,0,5,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,04:00,16,0,16,16,0,16,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,05:00,51,0,51,51,0,51,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,06:00,87,0,87,87,0,87,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,07:00,152,0,152,152,0,152,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,08:00,340,0,340,340,0,340,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,09:00,614,0,614,614,0,614,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,10:00,854,0,854,854,0,854,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,11:00,1310,0,1310,1310,0,1310,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,12:00,1592,0,1592,1592,0,1592,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,13:00,1707,0,1707,1707,0,1707,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,14:00,1695,0,1695,1695,0,1695,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,15:00,1392,0,1392,1392,0,1392,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,16:00,1008,0,1008,1008,0,1008,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,17:00,593,0,593,593,0,593,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,18:00,482,0,482,482,0,482,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,19:00,233,0,233,233,0,233,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,20:00,144,0,144,144,0,144,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,21:00,135,0,135,135,0,135,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,22:00,88,0,88,88,0,88,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Thursday,26-Dec-19,23:00,83,0,83,83,0,83,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,00:00,83,0,83,83,0,83,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,01:00,38,0,38,38,0,38,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,02:00,52,0,52,52,0,52,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,03:00,60,0,60,60,0,60,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,04:00,70,0,70,70,0,70,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,05:00,55,0,55,55,0,55,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,06:00,187,0,187,187,0,187,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,07:00,267,0,267,267,0,267,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,08:00,407,0,407,407,0,407,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,09:00,585,0,585,585,0,585,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,10:00,801,0,801,801,0,801,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,11:00,1240,0,1240,1240,0,1240,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,12:00,1624,0,1624,1624,0,1624,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,13:00,1931,0,1931,1931,0,1931,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,14:00,2028,0,2028,2028,0,2028,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,15:00,1730,0,1730,1730,0,1730,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,16:00,1720,0,1720,1720,0,1720,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,17:00,981,0,981,981,0,981,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,18:00,751,0,751,751,0,751,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,19:00,492,0,492,492,0,492,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,20:00,349,0,349,349,0,349,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,21:00,418,0,418,418,0,418,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,22:00,302,0,302,302,0,302,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Friday,27-Dec-19,23:00,182,0,182,182,0,182,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,00:00,160,0,160,160,0,160,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,01:00,106,0,106,106,0,106,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,02:00,103,0,103,103,0,103,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,03:00,71,0,71,71,0,71,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,04:00,51,0,51,51,0,51,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,05:00,57,0,57,57,0,57,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,06:00,128,0,128,128,0,128,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,07:00,164,0,164,164,0,164,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,08:00,294,0,294,294,0,294,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,09:00,583,0,583,583,0,583,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,10:00,827,0,827,827,0,827,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,11:00,1366,0,1366,1366,0,1366,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,12:00,1768,0,1768,1768,0,1768,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,13:00,2014,0,2014,2014,0,2014,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,14:00,1917,0,1917,1917,0,1917,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,15:00,1877,0,1877,1877,0,1877,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,16:00,1644,0,1644,1644,0,1644,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,17:00,1008,0,1008,1008,0,1008,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,18:00,791,0,791,791,0,791,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,19:00,553,0,553,553,0,553,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,20:00,459,0,459,459,0,459,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,21:00,483,0,483,483,0,483,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,22:00,340,0,340,340,0,340,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Saturday,28-Dec-19,23:00,296,0,296,296,0,296,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,00:00,177,0,177,177,0,177,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,01:00,203,0,203,203,0,203,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,02:00,130,0,130,130,0,130,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,03:00,116,0,116,116,0,116,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,04:00,47,0,47,47,0,47,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,05:00,58,0,58,58,0,58,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,06:00,54,0,54,54,0,54,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,07:00,83,0,83,83,0,83,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,08:00,137,0,137,137,0,137,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,09:00,219,0,219,219,0,219,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,10:00,499,0,499,499,0,499,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,11:00,884,0,884,884,0,884,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,12:00,1167,0,1167,1167,0,1167,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,13:00,1347,0,1347,1347,0,1347,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,14:00,1259,0,1259,1259,0,1259,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,15:00,1273,0,1273,1273,0,1273,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,16:00,826,0,826,826,0,826,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,17:00,689,0,689,689,0,689,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,18:00,571,0,571,571,0,571,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,19:00,300,0,300,300,0,300,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,20:00,279,0,279,279,0,279,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,21:00,275,0,275,275,0,275,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,22:00,172,0,172,172,0,172,No Group
Leeds Originals,"Briggate at McDonalds	",2019,December,52,Sunday,29-Dec-19,23:00,114,0,114,114,0,114,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,00:00,74,0,74,74,0,74,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,01:00,31,0,31,31,0,31,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,02:00,16,0,16,16,0,16,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,03:00,29,0,29,29,0,29,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,04:00,38,0,38,38,0,38,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,05:00,80,0,80,80,0,80,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,06:00,165,0,165,165,0,165,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,07:00,311,0,311,311,0,311,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,08:00,493,0,493,493,0,493,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,09:00,631,0,631,631,0,631,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,10:00,786,0,786,786,0,786,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,11:00,1448,0,1448,1448,0,1448,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,12:00,2311,0,2311,2311,0,2311,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,13:00,1923,0,1923,1923,0,1923,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,14:00,2000,0,2000,2000,0,2000,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,15:00,1752,0,1752,1752,0,1752,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,16:00,1413,0,1413,1413,0,1413,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,17:00,1160,0,1160,1160,0,1160,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,18:00,645,0,645,645,0,645,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,19:00,370,0,370,370,0,370,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,20:00,291,0,291,291,0,291,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,21:00,351,0,351,351,0,351,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,22:00,192,0,192,192,0,192,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Monday,30-Dec-19,23:00,101,0,101,101,0,101,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,00:00,81,0,81,81,0,81,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,01:00,54,0,54,54,0,54,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,02:00,39,0,39,39,0,39,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,03:00,30,0,30,30,0,30,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,04:00,39,0,39,39,0,39,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,05:00,75,0,75,75,0,75,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,06:00,173,0,173,173,0,173,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,07:00,254,0,254,254,0,254,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,08:00,484,0,484,484,0,484,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,09:00,550,0,550,550,0,550,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,10:00,766,0,766,766,0,766,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,11:00,1528,0,1528,1528,0,1528,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,12:00,1743,0,1743,1743,0,1743,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,13:00,1529,0,1529,1529,0,1529,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,14:00,1506,0,1506,1506,0,1506,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,15:00,1371,0,1371,1371,0,1371,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,16:00,1193,0,1193,1193,0,1193,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,17:00,639,0,639,639,0,639,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,18:00,398,0,398,398,0,398,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,19:00,336,0,336,336,0,336,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,20:00,293,0,293,293,0,293,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,21:00,375,0,375,375,0,375,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,22:00,416,0,416,416,0,416,No Group
Leeds Originals,"Briggate at McDonalds	",2020,January,1,Tuesday,31-Dec-19,23:00,386,0,386,386,0,386,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,00:00,345,0,345,345,0,345,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,01:00,223,0,223,223,0,223,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,02:00,124,0,124,124,0,124,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,03:00,66,0,66,66,0,66,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,04:00,56,0,56,56,0,56,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,05:00,39,0,39,39,0,39,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,06:00,37,0,37,37,0,37,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,07:00,85,0,85,85,0,85,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,08:00,162,0,162,162,0,162,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,09:00,328,0,328,328,0,328,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,10:00,827,0,827,827,0,827,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,11:00,2208,0,2208,2208,0,2208,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,12:00,3101,0,3101,3101,0,3101,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,13:00,3628,0,3628,3628,0,3628,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,14:00,3832,0,3832,3832,0,3832,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,15:00,3615,0,3615,3615,0,3615,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,16:00,2426,0,2426,2426,0,2426,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,17:00,945,0,945,945,0,945,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,18:00,479,0,479,479,0,479,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,19:00,392,0,392,392,0,392,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,20:00,215,0,215,215,0,215,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,21:00,142,0,142,142,0,142,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,22:00,144,0,144,144,0,144,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,48,Sunday,01-Dec-19,23:00,101,0,101,101,0,101,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,00:00,79,0,79,79,0,79,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,01:00,22,0,22,22,0,22,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,02:00,14,0,14,14,0,14,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,03:00,11,0,11,11,0,11,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,04:00,24,0,24,24,0,24,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,05:00,60,0,60,60,0,60,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,06:00,193,0,193,193,0,193,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,07:00,498,0,498,498,0,498,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,08:00,1001,0,1001,1001,0,1001,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,09:00,1143,0,1143,1143,0,1143,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,10:00,1840,0,1840,1840,0,1840,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,11:00,2488,0,2488,2488,0,2488,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,12:00,4135,0,4135,4135,0,4135,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,13:00,4362,0,4362,4362,0,4362,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,14:00,3359,0,3359,3359,0,3359,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,15:00,2864,0,2864,2864,0,2864,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,16:00,2450,0,2450,2450,0,2450,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,17:00,2243,0,2243,2243,0,2243,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,18:00,1347,0,1347,1347,0,1347,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,19:00,621,0,621,621,0,621,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,20:00,278,0,278,278,0,278,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,21:00,228,0,228,228,0,228,No Group
Leeds Originals,Commercial Street at Sharps,2019,December,49,Monday,02-Dec-19,22:00,166,0,166,166,0,166,No Group
